codigo_uni,nomfan_uni,descri_div,keyagr_agr,datalocal_atg,dia_mes_ano,mes,ano,6_42_valmet_atg,6_42_valatg_atg,6_42_valpro_atg,6_42_poratg_atg,6_42_porpro_atg,8_20804_valmet_atg,8_20804_valatg_atg,8_20804_valpro_atg,8_20804_poratg_atg,8_20804_porpro_atg,8_63_valmet_atg,8_63_valatg_atg,8_63_valpro_atg,8_63_poratg_atg,8_63_porpro_atg,8_64_valmet_atg,8_64_valatg_atg,8_64_valpro_atg,8_64_poratg_atg,8_64_porpro_atg,8_65_valmet_atg,8_65_valatg_atg,8_65_valpro_atg,8_65_poratg_atg,8_65_porpro_atg,8_66_valmet_atg,8_66_valatg_atg,8_66_valpro_atg,8_66_poratg_atg,8_66_porpro_atg,10_85_valmet_atg,10_85_valatg_atg,10_85_valpro_atg,10_85_poratg_atg,10_85_porpro_atg,10_87_valmet_atg,10_87_valatg_atg,10_87_valpro_atg,10_87_poratg_atg,10_87_porpro_atg,10_89_valmet_atg,10_89_valatg_atg,10_89_valpro_atg,10_89_poratg_atg,10_89_porpro_atg,10_91_valmet_atg,10_91_valatg_atg,10_91_valpro_atg,10_91_poratg_atg,10_91_porpro_atg,10_93_valmet_atg,10_93_valatg_atg,10_93_valpro_atg,10_93_poratg_atg,10_93_porpro_atg,10_95_valmet_atg,10_95_valatg_atg,10_95_valpro_atg,10_95_poratg_atg,10_95_porpro_atg,26_227_valmet_atg,26_227_valatg_atg,26_227_valpro_atg,26_227_poratg_atg,26_227_porpro_atg,26_228_valmet_atg,26_228_valatg_atg,26_228_valpro_atg,26_228_poratg_atg,26_228_porpro_atg,27_233_valmet_atg,27_233_valatg_atg,27_233_valpro_atg,27_233_poratg_atg,27_233_porpro_atg,27_234_valmet_atg,27_234_valatg_atg,27_234_valpro_atg,27_234_poratg_atg,27_234_porpro_atg,31_259_valmet_atg,31_259_valatg_atg,31_259_valpro_atg,31_259_poratg_atg,31_259_porpro_atg,31_260_valmet_atg,31_260_valatg_atg,31_260_valpro_atg,31_260_poratg_atg,31_260_porpro_atg,74_710_valmet_atg,74_710_valatg_atg,74_710_valpro_atg,74_710_poratg_atg,74_710_porpro_atg,74_711_valmet_atg,74_711_valatg_atg,74_711_valpro_atg,74_711_poratg_atg,74_711_porpro_atg
2147,"SALVACAR AUDI",AUDI,NULL,"2023-04-29 23:23:18",2023-04-30,4,2023,0,228533.03,0,0,0,0,0,0,0,0,0,164560.7,0,0,0,25000,29074.06,28369.45,5.286363636363636,5.158181818181818,140000,135486.64,138425.74,4.399090909090909,4.494545454545454,0,38106.04,0,0,0,0,455781.44,0,0,0,0,221145.93,0,0,0,0,19222.27,0,0,0,0,31081.32,0,0,0,0,28676.89,0,0,0,0,155655.04,0,0,0,0,61343.14,0,0,0,3000000,809880,809880,1.2272727272727273,1.2272727272727273,0,10990.43,0,0,0,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6568,0,0,0,0,1935.58,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-10-31 18:01:13",2023-10-31,10,2023,0,35965.81,0,0,0,0,4289.862045454545,0,0,0,0,188753.93,0,0,0,25000,21915.11,21642.01,3.2466666666666666,3.206296296296296,140000,166838.82,175786.25,4.413703703703704,4.6503703703703705,0,40527.48,0,0,0,0,319733.59,0,0,0,0,91629.34,0,0,0,0,23644.78,0,0,0,0,34050.38,0,0,0,0,28045.13,0,0,0,0,142363.96,0,0,0,0,67377.43,0,0,0,4000000,1338120.61,1049836.92,1.238888888888889,0.9722222222222222,0,18322.9,0,0,0,1500000,1067000,1104540.23,2.634444444444444,2.7274074074074073,0,81478.5,0,0,0,0,1090380,0,0,0,0,38578.74,0,7.407407407407407,0,0,11466.58,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-03-31 18:01:14",2023-03-31,3,2023,0,6328.13,0,0,0,0,0,0,0,0,0,141123.04,0,0,0,25000,26549.38,24113.77,4.248,3.8583999999999996,140000,114573.66,116806.38,3.2736,3.3372,0,38419.05,0,0,0,0,326330.15,0,0,0,0,88138.23,0,0,0,0,16617.82,0,0,0,0,35997.28,0,0,0,0,28973.28,0,0,0,0,156603.55,0,0,0,0,75752.16,0,0,0,3000000,1154380,1203646.26,1.5392,1.6048,0,44412.17,0,0,0,0,1678456,0,0,0,0,52576.4,0,0,0,0,658455.1,0,0,0,0,16991.51,0,0,0,0,6100.17,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-09-30 23:23:14",2023-09-30,9,2023,0,65359.66,0,0,0,0,5861.732962962963,0,0,0,0,158266.79,0,0,0,25000,23347.97,24864.35,3.458888888888889,3.6837037037037033,140000,134918.82,145012.24,3.5692592592592596,3.8362962962962963,0,29797.53,0,0,0,0,344232.34,0,0,0,0,114315.11,0,0,0,0,20411.8,0,0,0,0,37475.16,0,0,0,0,24148.18,0,0,0,0,147882.09,0,0,0,0,82602.13,0,0,0,4000000,1084370,719708.65,1.0040740740740741,0.6662962962962963,0,32717.88,0,0,0,1500000,843900,888133.69,2.0837037037037036,2.192962962962963,0,56667.2,0,0,0,0,709590,0,0,0,0,9785.5,0,7.407407407407407,0,0,3748.41,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-02-28 18:01:08",2023-02-28,2,2023,0,1076.02,0,0,0,0,0,0,0,0,0,188333.39,0,0,0,25000,24676.51,23019.23,3.9484,3.6832,140000,163656.88,151686.19,4.676,4.334,0,49028.69,0,0,0,0,329348.68,0,0,0,0,86225.45,0,0,0,0,24019.22,0,0,0,0,29980.42,0,0,0,0,29992.61,0,0,0,0,159130.98,0,0,0,0,49436.24,0,0,0,3000000,677880,717401.92,0.904,0.9564,0,-12330,0,0,0,0,785000,0,0,0,0,177759.59,0,0,0,0,2567725.4,0,0,0,0,6949.26,0,0,0,0,2516.44,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-08-31 18:01:16",2023-08-31,8,2023,0,63924.22,0,0,0,0,4775.7479310344825,0,0,0,0,276993.38,0,0,0,25000,44308.63,44470.58,6.564074074074074,6.588148148148148,140000,232684.75,234466.13,6.155555555555555,6.202962962962963,0,57874.29,0,0,0,0,373073.25,0,0,0,0,136207.96,0,0,0,0,19822.58,0,0,0,0,39876.43,0,0,0,0,27400.17,0,0,0,0,149766.11,0,0,0,0,114490.42,0,0,0,4000000,2550337.5,2597854.28,2.3614814814814813,2.4055555555555554,0,18544.81,0,0,0,1500000,921000,726074.37,2.274074074074074,1.7925925925925925,0,83001.86,0,0,0,0,1398391,0,0,0,0,22560.8,0,7.407407407407407,0,0,7649.36,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-01-31 18:01:08",2023-01-31,1,2023,0,35665.53,0,0,0,0,0,0,0,0,0,151668.22,0,0,0,25000,21641.49,22016.22,3.4627999999999997,3.5224,140000,130026.73,135851.12,3.7152,3.8816,0,41410.94,0,0,0,0,314763.16,0,0,0,0,72970.62,0,0,0,0,20698.46,0,0,0,0,32713.15,0,0,0,0,30934.78,0,0,0,0,157446.15,0,0,0,0,-23888.24,0,0,0,3000000,1742180,934334.62,2.3228,1.2456,0,60511.02,0,0,0,0,824700,0,0,0,0,21814.25,0,0,0,0,292190,0,0,0,0,7997.53,0,0,0,0,2895.35,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-07-31 23:23:09",2023-07-31,7,2023,0,27768.47,0,0,0,0,3565.2889130434783,0,0,0,0,164003.29,0,0,0,25000,24562.77,24932.6,4.09375,4.1554166666666665,140000,139440.52,144673.73,4.1499999999999995,4.305833333333333,0,36069.58,0,0,0,0,326866.31,0,0,0,0,92745.43,0,0,0,0,19766.72,0,0,0,0,38392.19,0,0,0,0,22285.1,0,0,0,0,153676.87,0,0,0,0,57170.4,0,0,0,3000000,721380,769741.81,1.0020833333333334,1.0691666666666666,0,71604.13,0,0,0,0,1601000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12700.43,0,0,0,0,3649.85,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-11-01 00:42:18",2023-11-30,11,2023,0,37182.53,0,0,0,0,4289.862045454545,0,0,0,0,188753.93,0,0,0,25000,21915.11,38307,3.2466666666666666,5.6751851851851844,140000,166838.82,270059,4.413703703703704,7.144444444444445,0,40527.48,0,0,0,0,323937.91,0,0,0,0,94801.94,0,0,0,0,28702.07,0,0,0,0,33925.13,0,0,0,0,27230.13,0,0,0,0,139278.64,0,0,0,0,67377.43,0,0,0,4000000,1338120.61,1607138,1.238888888888889,1.4881481481481482,0,18322.9,0,0,0,1500000,1067000,1080529,2.634444444444444,2.6681481481481484,0,81478.5,0,0,0,0,1090380,0,0,0,0,38578.74,0,7.407407407407407,0,0,11466.58,0,0,0
2147,"SALVACAR AUDI",AUDI,NULL,"2023-06-30 18:01:15",2023-06-30,6,2023,0,28542.91,0,0,0,0,9339.541875,0,0,0,0,597730.68,0,0,0,25000,68718.28,62176.08,10.18037037037037,9.21111111111111,140000,529012.4,496447.54,13.995185185185186,13.133703703703704,0,151138.96,0,0,0,0,317806.89,0,0,0,0,87426.06,0,0,0,0,19108.53,0,0,0,0,32773.6,0,0,0,0,24084.7,0,0,0,0,154414,0,0,0,0,75187.65,0,0,0,3000000,1500002.3,1242380.72,1.8518518518518519,1.5337037037037036,0,47955.3,0,0,0,0,940000,0,0,0,0,106272.59,0,0,0,0,1360101,0,0,0,0,8805.9,0,0,0,0,3256.69,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-05-31 18:01:07",2023-05-31,5,2023,0,51032.05,0,0,0,0,2305.416944444444,0,0,0,0,165990.02,0,0,0,20500,27106.44,25363.45,5.509583333333333,5.155,137500,138883.58,130145.78,4.20875,3.94375,0,33142.3,0,0,0,167000,186189.37,0,3.6879166666666667,0,0,16048.14,0,0,0,0,55143.77,0,0,0,0,10937.17,0,0,0,0,78702.04,0,0,0,39500,25358.25,0,5.658333333333334,0,0,64355.76,0,0,0,2000000,1012000,417252.26,2.1083333333333334,0.8691666666666666,0,32005.54,0,0,0,1000000,1276000,1288391.52,5.316666666666666,5.368333333333333,0,0,0,0,0,0,0,0,0,0,12500,24747.9,23761.23,8.249166666666666,7.920416666666667,0,7418.13,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2022-11-30 18:01:11",2022-11-30,11,2022,0,59579.67,0,0,0,0,0,0,0,0,0,131952.61,0,0,0,20500,16564.89,16896.75,3.6727272727272724,3.7463636363636366,137500,115387.72,116003.4,3.8145454545454545,3.8350000000000004,0,31001.79,0,0,0,167000,243922.28,0,2.4518181818181817,0,0,17441.47,0,0,0,0,93771.33,0,0,0,0,12222.67,0,0,0,0,87074.84,0,0,0,39500,33411.97,0,5.245909090909091,0,0,159091.38,0,0,0,2500000,1687000,1726234.81,3.0672727272727274,3.1386363636363637,0,-6686,0,0,0,1000000,415000,460166.58,1.8863636363636365,2.091818181818182,0,0,0,0,0,0,0,0,0,0,12500,14783.3,15418.84,5.375909090909091,5.6068181818181815,0,5413.87,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-04-29 23:23:17",2023-04-30,4,2023,0,4689.9,0,0,0,0,0,0,0,0,0,148259.96,0,0,0,20500,23765.42,17737.72,5.2695454545454545,3.933181818181818,137500,124494.54,96988.13,4.115454545454546,3.2063636363636365,0,30907.3,0,0,0,167000,244894.44,0,2.4254545454545453,0,0,15039.02,0,0,0,0,78305.69,0,0,0,0,10766.36,0,0,0,0,101267.25,0,0,0,39500,39516.12,0,4.543636363636363,0,0,29982.11,0,0,0,2000000,522980,522980,1.1886363636363635,1.1886363636363635,0,-10553,0,0,0,1000000,623000,623000,2.8318181818181816,2.8318181818181816,0,0,0,0,0,0,0,0,0,0,12500,14698,14106.88,5.344545454545455,5.13,0,4783.41,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-10-31 18:01:12",2023-10-31,10,2023,0,4091.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,2000,2626.92,2.6666666666666665,3.5033333333333334,0,-82259.39,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-03-31 18:01:12",2023-03-31,3,2023,0,33943.41,0,0,0,0,0,0,0,0,0,145856.27,0,0,0,20500,18264.98,17518.24,4.05,3.8840909090909093,137500,127591.29,122629.07,4.217727272727273,4.053636363636364,0,35247.38,0,0,0,167000,218430.34,0,3.1454545454545455,0,0,20941.25,0,0,0,0,69600.6,0,0,0,0,10833.71,0,0,0,0,74950.19,0,0,0,39500,42104.6,0,4.245909090909091,0,0,70001.26,0,0,0,2000000,763190,538111.3,1.7345454545454544,1.2231818181818181,0,12496.7,0,0,0,1000000,136000,154010.7,0.6181818181818182,0.7000000000000001,0,0,0,0,0,0,0,0,0,0,12500,24348.5,24937.98,8.854090909090909,9.068181818181818,0,7381.31,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-09-30 23:23:15",2023-09-30,9,2023,0,4091.9,0,0,0,0,2526.87,0,0,0,0,55591.14,0,0,0,20500,5225.41,6019.14,1.341578947368421,1.545263157894737,137500,50365.73,55215.46,1.9278947368421053,2.1136842105263156,0,14829.38,0,0,0,167000,84161.91,0,7.873684210526315,0,0,1131.67,0,0,0,0,17717.36,0,0,0,0,9943.65,0,0,0,0,36433.85,0,0,0,39500,18935.38,0,8.003157894736843,0,0,0,0,0,0,2000000,219205.04,243416,0.5768421052631579,0.6405263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-02-28 18:01:07",2023-02-28,2,2023,0,26232.83,0,0,0,0,0,0,0,0,0,196402.49,0,0,0,20500,39201.32,34238.49,8.692272727272726,7.591818181818183,137500,157201.17,147064.12,5.196818181818181,4.861818181818181,0,42791.9,0,0,0,167000,213218.31,0,3.287272727272727,0,0,19077.16,0,0,0,0,74202.42,0,0,0,0,7988.97,0,0,0,0,72246.68,0,0,0,39500,39703.09,0,4.522272727272727,0,0,93451.57,0,0,0,2000000,974000,285446.96,2.213636363636364,0.6486363636363636,0,10426.7,0,0,0,1000000,296000,178585.75,1.3454545454545455,0.8118181818181818,0,0,0,0,0,0,0,0,0,0,12500,8554,6331.42,3.110454545454546,2.3022727272727272,0,2362.68,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-08-31 18:01:14",2023-08-31,8,2023,0,4353.9,0,0,0,0,1688.2085454545454,0,0,0,0,92851.47,0,0,0,20500,11873.65,12116.68,3.217777777777778,3.283888888888889,137500,80977.82,81943.74,3.2716666666666665,3.3111111111111113,0,19543.15,0,0,0,167000,100550.75,0,7.766111111111111,0,0,4097.95,0,0,0,0,23104.59,0,0,0,0,13511.42,0,0,0,0,40163.84,0,0,0,39500,19672.96,0,8.344444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,5219,6018.78,2.3194444444444446,2.675,0,1814.93,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-01-31 18:01:07",2023-01-31,1,2023,0,29058.9,0,0,0,0,0,0,0,0,0,192809.4,0,0,0,20500,22402.81,21110.08,4.967272727272728,4.680909090909091,137500,170406.59,156852.95,5.633181818181819,5.185,0,40544.22,0,0,0,167000,222230.72,0,3.0422727272727275,0,0,13721.13,0,0,0,0,74808.16,0,0,0,0,9488.2,0,0,0,0,77245.4,0,0,0,39500,46967.84,0,3.685909090909091,0,0,114606.37,0,0,0,2000000,1255990,1297481.5,2.8545454545454545,2.9486363636363637,0,-19750,0,0,0,1000000,310000,234399.5,1.4090909090909092,1.0654545454545454,0,0,0,0,0,0,0,0,0,0,12500,9220,8280.19,3.352727272727273,3.0109090909090908,0,2859.73,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-07-31 23:23:09",2023-07-31,7,2023,0,8231.9,0,0,0,0,2047.828888888889,0,0,0,0,129013.22,0,0,0,20500,20233.74,20915.91,4.7,4.8585714285714285,137500,108779.48,114691.99,3.767142857142857,3.971904761904762,0,27777.69,0,0,0,167000,125257.96,0,5.9523809523809526,0,0,7925.28,0,0,0,0,27262.86,0,0,0,0,14986.55,0,0,0,0,52704.71,0,0,0,39500,22378.55,0,6.826190476190476,0,0,0,0,0,0,0,0,0,0,0,0,17130,0,0,0,1000000,168000,188226.27,0.8,0.8961904761904762,0,0,0,0,0,0,0,0,0,0,12500,2565,3351.08,0.9771428571428571,1.2766666666666666,0,708.16,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-06-30 18:01:14",2023-06-30,6,2023,0,6748.82,0,0,0,0,2809.32472972973,0,0,0,0,207890.03,0,0,0,20500,27079.27,25697.53,6.29,5.969047619047619,137500,180810.76,172106.69,6.261904761904762,5.96047619047619,0,43955.9,0,0,0,167000,155390.07,0,5.092857142857143,0,0,4394.93,0,0,0,0,39265.45,0,0,0,0,13706.19,0,0,0,0,71045.48,0,0,0,39500,26978.02,0,6.2714285714285705,0,0,0,0,0,0,0,0,0,0,0,0,37239,0,0,0,1000000,481000,500119.27,2.2904761904761903,2.3814285714285712,0,0,0,0,0,0,0,0,0,0,12500,35010,28538.35,13.337142857142856,10.871904761904762,0,-1064.54,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2022-12-31 23:23:26",2022-12-31,12,2022,0,71572.07,0,0,0,0,0,0,0,0,0,174458.62,0,0,0,20500,22766.88,22745.85,5.845263157894737,5.84,137500,151691.74,147871.84,5.806315789473683,5.66,0,40551.46,0,0,0,167000,216822.11,0,3.693157894736842,0,0,18581.26,0,0,0,0,76956.08,0,0,0,0,8023.1,0,0,0,0,78522.48,0,0,0,39500,34739.2,0,5.897368421052631,0,0,0,0,0,0,0,0,0,0,0,0,-7610,0,0,0,1000000,372000,411198.15,1.9578947368421054,2.1642105263157894,0,0,0,0,0,0,0,0,0,0,12500,25603,26268.37,10.78,11.060526315789474,0,5840.35,0,0,0
2146,"SALVATERRA HPE",MMC,NULL,"2023-11-01 09:01:29",2023-11-30,11,2023,0,4091.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,2000,12747,2.6666666666666665,16.996666666666666,0,-82259.39,0,0,0
